source,frame,label,knee_angle,hip_angle,back_angle,torso_length_ratio,heel_angle,heel_angle_delta,valgus_ratio,left_fppa,right_fppa,max_fppa,knee_over_toes,knee_velocity_dps,hip_velocity_dps,back_velocity_dps,max_angular_velocity_dps,rapid_movement,squat_phase,back_slack,heels_off,knee_valgus_ratio,knee_valgus_fppa,knee_valgus
train/Bad heel/Bad Heel (124).jpg,0,bad_heel,62.931,32.826,93.36,0.6813,150.044,-10.682,0.5891,117.069,121.184,121.184,0,0.0,0.0,0.0,0.0,0,bottom,1,0,1,1,1
train/Bad heel/Bad Heel (125).jpg,0,bad_heel,64.275,35.746,92.628,0.6976,144.848,-15.877,0.8366,115.725,120.402,120.402,0,0.0,0.0,0.0,0.0,0,bottom,1,0,0,1,1
train/Bad heel/Bad Heel (126).jpg,0,bad_heel,65.791,37.962,97.021,0.6854,144.956,-15.769,0.763,114.209,118.813,118.813,0,0.0,0.0,0.0,0.0,0,bottom,1,0,0,1,1
train/Bad heel/Bad Heel (127).jpg,0,bad_heel,68.131,41.583,98.181,0.6925,141.731,-18.994,1.3097,111.869,116.856,116.856,0,0.0,0.0,0.0,0.0,0,bottom,1,0,0,1,1
train/Bad heel/Bad Heel (128).jpg,0,bad_heel,70.74,44.934,99.556,0.7099,140.771,-19.954,0.8896,109.26,112.295,112.295,0,0.0,0.0,0.0,0.0,0,bottom,1,0,0,1,1
train/Bad heel/Bad Heel (129).jpg,0,bad_heel,82.232,56.148,104.737,0.7079,140.61,-20.115,2.0645,97.768,106.221,106.221,0,0.0,0.0,0.0,0.0,0,bottom,1,0,0,1,1
train/Bad heel/Bad Heel (13).jpg,0,bad_heel,64.899,74.637,137.003,0.7933,25.866,-134.859,0.6262,115.101,115.805,115.805,0,0.0,0.0,0.0,0.0,0,bottom,1,0,1,1,1
train/Bad heel/Bad Heel (130).jpg,0,bad_heel,90.562,66.342,109.684,0.6914,141.105,-19.621,2.5551,89.438,97.615,97.615,0,0.0,0.0,0.0,0.0,0,bottom,1,0,0,1,1
train/Bad heel/Bad Heel (131).jpg,0,bad_heel,93.825,72.007,113.072,0.7007,141.41,-19.315,4.6945,86.175,91.645,91.645,0,0.0,0.0,0.0,0.0,0,bottom,1,0,0,1,1
train/Bad heel/Bad Heel (132).jpg,0,bad_heel,91.601,102.819,145.588,0.7254,147.838,-12.887,0.4572,88.399,94.563,94.563,0,0.0,0.0,0.0,0.0,0,bottom,1,0,1,1,1
train/Bad heel/Bad Heel (133).jpg,0,bad_heel,85.702,95.62,139.96,0.7197,142.983,-17.742,0.7692,94.298,98.716,98.716,0,0.0,0.0,0.0,0.0,0,bottom,1,0,0,1,1
train/Bad heel/Bad Heel (134).jpg,0,bad_heel,79.74,89.821,137.577,0.7612,143.075,-17.65,0.608,100.26,103.237,103.237,0,0.0,0.0,0.0,0.0,0,bottom,1,0,1,1,1
train/Bad heel/Bad Heel (135).jpg,0,bad_heel,75.895,86.872,137.485,0.7345,145.4,-15.325,0.6777,104.105,106.807,106.807,0,0.0,0.0,0.0,0.0,0,bottom,1,0,1,1,1
train/Bad heel/Bad Heel (136).jpg,0,bad_heel,72.605,81.171,132.811,0.7176,143.402,-17.324,0.9547,107.395,110.483,110.483,0,0.0,0.0,0.0,0.0,0,bottom,1,0,0,1,1
train/Bad heel/Bad Heel (137).jpg,0,bad_heel,69.239,78.056,131.353,0.714,141.783,-18.942,0.7459,110.761,114.307,114.307,0,0.0,0.0,0.0,0.0,0,bottom,1,0,1,1,1
train/Bad heel/Bad Heel (138).jpg,0,bad_heel,67.009,74.581,128.544,0.716,138.486,-22.24,0.8766,112.991,116.432,116.432,0,0.0,0.0,0.0,0.0,0,bottom,1,0,0,1,1
train/Bad heel/Bad Heel (139).jpg,0,bad_heel,60.853,68.933,127.218,0.698,141.369,-19.356,0.852,119.147,120.582,120.582,0,0.0,0.0,0.0,0.0,0,bottom,1,0,0,1,1
train/Bad heel/Bad Heel (14).jpg,0,bad_heel,61.506,71.651,136.067,0.786,29.12,-131.605,0.5093,118.494,116.494,118.494,0,0.0,0.0,0.0,0.0,0,bottom,1,0,1,1,1
train/Bad heel/Bad Heel (140).jpg,0,bad_heel,59.758,63.851,125.342,0.6901,141.24,-19.485,1.2637,120.242,122.256,122.256,0,0.0,0.0,0.0,0.0,0,bottom,1,0,0,1,1
train/Bad heel/Bad Heel (141).jpg,0,bad_heel,58.712,63.085,123.826,0.7039,140.586,-20.139,0.8723,121.288,123.591,123.591,0,0.0,0.0,0.0,0.0,0,bottom,1,0,0,1,1
train/Bad heel/Bad Heel (142).jpg,0,bad_heel,58.012,60.74,123.316,0.6845,137.634,-23.092,1.3732,121.988,126.629,126.629,0,0.0,0.0,0.0,0.0,0,bottom,1,0,0,1,1
train/Bad heel/Bad Heel (143).jpg,0,bad_heel,54.547,59.985,124.851,0.6906,139.231,-21.494,1.0743,125.453,128.2,128.2,0,0.0,0.0,0.0,0.0,0,bottom,1,0,0,1,1
train/Bad heel/Bad Heel (144).jpg,0,bad_heel,52.266,57.501,123.023,0.6833,139.184,-21.541,0.8298,127.734,130.485,130.485,0,0.0,0.0,0.0,0.0,0,bottom,1,0,0,1,1
train/Bad heel/Bad Heel (145).jpg,0,bad_heel,48.905,55.056,121.573,0.6859,138.476,-22.25,0.7586,131.095,133.014,133.014,0,0.0,0.0,0.0,0.0,0,bottom,1,0,0,1,1
train/Bad heel/Bad Heel (146).jpg,0,bad_heel,46.516,55.568,125.032,0.6743,139.343,-21.383,0.7245,133.484,133.125,133.484,0,0.0,0.0,0.0,0.0,0,bottom,1,0,1,1,1
train/Bad heel/Bad Heel (147).jpg,0,bad_heel,45.872,55.322,125.084,0.6817,138.166,-22.559,0.7138,134.128,135.057,135.057,0,0.0,0.0,0.0,0.0,0,bottom,1,0,1,1,1
train/Bad heel/Bad Heel (148).jpg,0,bad_heel,45.182,55.368,124.933,0.6695,137.743,-22.982,0.7477,134.818,134.635,134.818,0,0.0,0.0,0.0,0.0,0,bottom,1,0,1,1,1
train/Bad heel/Bad Heel (149).jpg,0,bad_heel,46.341,55.838,125.388,0.6662,136.913,-23.812,0.7561,133.659,134.065,134.065,0,0.0,0.0,0.0,0.0,0,bottom,1,0,0,1,1
train/Bad heel/Bad Heel (15).jpg,0,bad_heel,69.104,72.211,133.028,0.7718,23.849,-136.877,0.5742,110.896,106.562,110.896,0,0.0,0.0,0.0,0.0,0,bottom,1,0,1,1,1
train/Bad heel/Bad Heel (150).jpg,0,bad_heel,47.957,58.17,126.153,0.668,138.932,-21.793,0.8253,132.043,133.399,133.399,0,0.0,0.0,0.0,0.0,0,bottom,1,0,0,1,1
train/Bad heel/Bad Heel (151).jpg,0,bad_heel,51.182,58.762,126.33,0.6733,137.067,-23.658,1.2272,128.818,130.704,130.704,0,0.0,0.0,0.0,0.0,0,bottom,1,0,0,1,1
train/Bad heel/Bad Heel (152).jpg,0,bad_heel,52.638,59.719,126.17,0.678,138.815,-21.911,1.1476,127.362,129.299,129.299,0,0.0,0.0,0.0,0.0,0,bottom,1,0,0,1,1
train/Good/Good (1).jpg,0,good,79.905,75.951,128.141,0.8978,2.428,-158.297,0.8353,100.095,98.586,100.095,0,0.0,0.0,0.0,0.0,0,bottom,1,0,0,1,1
train/Good/Good (10).jpg,0,good,84.184,82.09,132.373,0.9701,2.191,-158.534,0.7192,95.816,91.299,95.816,0,0.0,0.0,0.0,0.0,0,bottom,0,0,1,1,1
train/Good/Good (100).jpg,0,good,86.944,75.194,119.558,0.7744,178.277,17.551,0.5327,93.056,101.995,101.995,0,0.0,0.0,0.0,0.0,0,bottom,1,1,1,1,1
train/Good/Good (1000).jpg,0,good,58.45,55.609,119.416,1.4625,0.826,-159.899,0.9798,121.55,113.177,121.55,0,0.0,0.0,0.0,0.0,0,bottom,0,0,0,1,1
train/Good/Good (1001).jpg,0,good,66.571,61.502,119.495,1.4206,1.35,-159.375,1.1347,113.429,111.152,113.429,0,0.0,0.0,0.0,0.0,0,bottom,0,0,0,1,1
train/Good/Good (101).jpg,0,good,82.705,70.433,116.511,0.7728,179.791,19.066,0.347,97.295,103.366,103.366,0,0.0,0.0,0.0,0.0,0,bottom,1,1,1,1,1
train/Good/Good (102).jpg,0,good,80.773,67.377,115.155,0.7824,176.658,15.933,0.4607,99.227,105.972,105.972,0,0.0,0.0,0.0,0.0,0,bottom,1,1,1,1,1
train/Good/Good (103).jpg,0,good,77.708,62.201,112.025,0.7805,175.239,14.513,0.5391,102.292,110.586,110.586,0,0.0,0.0,0.0,0.0,0,bottom,1,1,1,1,1
train/Good/Good (104).jpg,0,good,75.575,60.126,110.979,0.7795,175.781,15.055,0.4159,104.425,110.13,110.13,0,0.0,0.0,0.0,0.0,0,bottom,1,1,1,1,1
train/Good/Good (105).jpg,0,good,72.087,56.75,111.176,0.7705,179.134,18.409,0.4208,107.913,114.395,114.395,0,0.0,0.0,0.0,0.0,0,bottom,1,1,1,1,1
train/Good/Good (106).jpg,0,good,69.244,52.665,108.347,0.7743,179.639,18.914,0.45,110.756,116.986,116.986,0,0.0,0.0,0.0,0.0,0,bottom,1,1,1,1,1
train/Good/Good (107).jpg,0,good,66.497,51.21,108.244,0.7702,179.032,18.307,0.534,113.503,117.952,117.952,0,0.0,0.0,0.0,0.0,0,bottom,1,1,1,1,1
train/Good/Good (108).jpg,0,good,67.337,52.208,107.513,0.767,178.85,18.125,0.4707,112.663,118.54,118.54,0,0.0,0.0,0.0,0.0,0,bottom,1,1,1,1,1
train/Good/Good (109).jpg,0,good,64.112,49.822,107.489,0.7629,179.781,19.056,0.5513,115.888,120.757,120.757,0,0.0,0.0,0.0,0.0,0,bottom,1,1,1,1,1
train/Good/Good (11).jpg,0,good,79.803,68.485,122.509,0.8949,0.659,-160.066,0.9273,100.197,98.708,100.197,0,0.0,0.0,0.0,0.0,0,bottom,1,0,0,1,1
train/Good/Good (110).jpg,0,good,62.831,49.466,107.636,0.7685,177.814,17.088,0.4241,117.169,121.004,121.004,0,0.0,0.0,0.0,0.0,0,bottom,1,1,1,1,1
train/Good/Good (111).jpg,0,good,63.743,49.914,108.368,0.7558,178.7,17.975,0.5243,116.257,121.224,121.224,0,0.0,0.0,0.0,0.0,0,bottom,1,1,1,1,1
train/Good/Good (112).jpg,0,good,64.381,50.97,108.759,0.7539,179.316,18.591,0.5272,115.619,120.595,120.595,0,0.0,0.0,0.0,0.0,0,bottom,1,1,1,1,1
train/Good/Good (113).jpg,0,good,66.571,51.143,108.422,0.7577,176.741,16.016,0.6547,113.429,118.861,118.861,0,0.0,0.0,0.0,0.0,0,bottom,1,1,1,1,1
train/Good/Good (114).jpg,0,good,69.243,53.325,110.412,0.7518,178.664,17.938,0.5117,110.757,117.177,117.177,0,0.0,0.0,0.0,0.0,0,bottom,1,1,1,1,1
train/Good/Good (115).jpg,0,good,70.714,55.489,110.241,0.7405,178.697,17.972,0.5042,109.286,115.006,115.006,0,0.0,0.0,0.0,0.0,0,bottom,1,1,1,1,1
train/Good/Good (116).jpg,0,good,74.728,59.929,112.135,0.7458,177.3,16.575,0.3446,105.272,111.362,111.362,0,0.0,0.0,0.0,0.0,0,bottom,1,1,1,1,1
train/Good/Good (117).jpg,0,good,77.161,64.735,115.991,0.743,178.054,17.329,0.5578,102.839,108.304,108.304,0,0.0,0.0,0.0,0.0,0,bottom,1,1,1,1,1
train/Good/Good (118).jpg,0,good,80.447,69.142,116.534,0.7574,179.617,18.892,0.3471,99.553,106.305,106.305,0,0.0,0.0,0.0,0.0,0,bottom,1,1,1,1,1
train/Good/Good (119).jpg,0,good,84.955,73.396,118.217,0.7557,178.457,17.732,0.324,95.045,103.906,103.906,0,0.0,0.0,0.0,0.0,0,bottom,1,1,1,1,1
train/Good/Good (12).jpg,0,good,84.842,76.235,128.123,0.9071,3.492,-157.233,0.6344,95.158,92.485,95.158,0,0.0,0.0,0.0,0.0,0,bottom,1,0,1,1,1
train/Good/Good (120).jpg,0,good,88.937,77.957,121.897,0.7627,179.403,18.677,0.7235,91.063,101.17,101.17,0,0.0,0.0,0.0,0.0,0,bottom,1,1,1,1,1
train/Good/Good (121).jpg,0,good,92.348,82.427,124.602,0.7545,179.885,19.159,0.8302,87.652,96.034,96.034,0,0.0,0.0,0.0,0.0,0,bottom,1,1,0,1,1
train/Good/Good (122).jpg,0,good,94.513,86.16,126.05,0.7423,178.451,17.726,0.4045,85.487,92.058,92.058,0,0.0,0.0,0.0,0.0,0,bottom,1,1,1,1,1
train/Good/Good (123).jpg,0,good,99.102,90.818,128.559,0.7349,179.452,18.727,0.3847,80.898,87.946,87.946,0,0.0,0.0,0.0,0.0,0,bottom,1,1,1,1,1
train/Good/Good (124).jpg,0,good,95.462,85.013,126.195,0.7715,179.337,18.612,0.7494,84.538,92.372,92.372,0,0.0,0.0,0.0,0.0,0,bottom,1,1,1,1,1
train/Good/Good (125).jpg,0,good,88.439,81.777,126.152,0.7669,179.01,18.285,0.6734,91.561,98.126,98.126,0,0.0,0.0,0.0,0.0,0,bottom,1,1,1,1,1
train/Good/Good (126).jpg,0,good,86.855,78.303,123.758,0.7704,177.722,16.997,1.669,93.145,100.424,100.424,0,0.0,0.0,0.0,0.0,0,bottom,1,1,0,1,1
train/Good/Good (127).jpg,0,good,84.66,74.552,120.157,0.779,179.305,18.579,0.4893,95.34,104.026,104.026,0,0.0,0.0,0.0,0.0,0,bottom,1,1,1,1,1
train/Good/Good (128).jpg,0,good,80.468,71.959,121.189,0.772,178.687,17.961,0.5524,99.532,106.398,106.398,0,0.0,0.0,0.0,0.0,0,bottom,1,1,1,1,1
train/Good/Good (129).jpg,0,good,78.958,68.71,117.877,0.7675,178.142,17.416,0.5121,101.042,108.728,108.728,0,0.0,0.0,0.0,0.0,0,bottom,1,1,1,1,1
train/Good/Good (13).jpg,0,good,83.338,76.649,126.974,0.933,0.056,-160.669,0.6306,96.662,94.938,96.662,0,0.0,0.0,0.0,0.0,0,bottom,0,0,1,1,1
train/Good/Good (130).jpg,0,good,73.61,63.783,115.343,0.7733,179.826,19.101,0.4446,106.39,111.913,111.913,0,0.0,0.0,0.0,0.0,0,bottom,1,1,1,1,1
train/Good/Good (131).jpg,0,good,73.045,60.797,113.408,0.7757,178.524,17.799,0.4576,106.955,112.016,112.016,0,0.0,0.0,0.0,0.0,0,bottom,1,1,1,1,1
train/Good/Good (132).jpg,0,good,68.777,55.474,110.346,0.7607,176.977,16.252,0.6482,111.223,116.506,116.506,0,0.0,0.0,0.0,0.0,0,bottom,1,1,1,1,1
train/Good/Good (133).jpg,0,good,66.384,53.303,109.852,0.751,179.75,19.025,0.6597,113.616,119.763,119.763,0,0.0,0.0,0.0,0.0,0,bottom,1,1,1,1,1
train/Good/Good (134).jpg,0,good,65.039,53.655,111.917,0.7376,177.576,16.851,0.6401,114.961,120.675,120.675,0,0.0,0.0,0.0,0.0,0,bottom,1,1,1,1,1
train/Good/Good (135).jpg,0,good,63.971,51.015,107.75,0.7541,179.055,18.33,0.6904,116.029,121.482,121.482,0,0.0,0.0,0.0,0.0,0,bottom,1,1,1,1,1
train/Good/Good (136).jpg,0,good,62.239,50.203,109.456,0.7523,179.372,18.647,0.5792,117.761,122.606,122.606,0,0.0,0.0,0.0,0.0,0,bottom,1,1,1,1,1
train/Good/Good (137).jpg,0,good,64.219,53.821,111.109,0.7348,175.789,15.064,0.481,115.781,122.84,122.84,0,0.0,0.0,0.0,0.0,0,bottom,1,1,1,1,1
train/Good/Good (138).jpg,0,good,60.922,50.446,109.929,0.7223,176.478,15.753,0.7254,119.078,123.84,123.84,0,0.0,0.0,0.0,0.0,0,bottom,1,1,1,1,1
train/Good/Good (139).jpg,0,good,62.861,51.634,109.769,0.732,176.366,15.64,0.6568,117.139,122.654,122.654,0,0.0,0.0,0.0,0.0,0,bottom,1,1,1,1,1
train/Good/Good (14).jpg,0,good,85.103,71.4,121.726,0.9251,0.145,-160.58,0.6419,94.897,95.283,95.283,0,0.0,0.0,0.0,0.0,0,bottom,1,0,1,1,1
train/Good/Good (140).jpg,0,good,63.302,49.44,108.452,0.7292,179.694,18.969,0.7763,116.698,121.183,121.183,0,0.0,0.0,0.0,0.0,0,bottom,1,1,0,1,1
train/Good/Good (141).jpg,0,good,66.721,51.598,106.791,0.7216,176.464,15.739,0.5491,113.279,118.18,118.18,0,0.0,0.0,0.0,0.0,0,bottom,1,1,1,1,1
train/Good/Good (142).jpg,0,good,69.378,55.181,109.25,0.7406,178.937,18.212,0.4689,110.622,116.016,116.016,0,0.0,0.0,0.0,0.0,0,bottom,1,1,1,1,1
train/Good/Good (143).jpg,0,good,72.224,61.477,112.395,0.7433,179.527,18.802,0.6899,107.776,113.298,113.298,0,0.0,0.0,0.0,0.0,0,bottom,1,1,1,1,1
train/Good/Good (144).jpg,0,good,74.897,63.597,114.591,0.7366,177.99,17.264,0.3937,105.103,110.296,110.296,0,0.0,0.0,0.0,0.0,0,bottom,1,1,1,1,1
train/Good/Good (145).jpg,0,good,79.566,73.798,120.688,0.726,179.512,18.787,0.6614,100.434,105.17,105.17,0,0.0,0.0,0.0,0.0,0,bottom,1,1,1,1,1
train/Good/Good (146).jpg,0,good,81.872,75.484,120.31,0.7217,178.174,17.449,0.8911,98.128,104.393,104.393,0,0.0,0.0,0.0,0.0,0,bottom,1,1,0,1,1
train/Good/Good (147).jpg,0,good,87.376,79.956,122.911,0.7306,176.136,15.411,1.6695,92.624,99.909,99.909,0,0.0,0.0,0.0,0.0,0,bottom,1,1,0,1,1
train/Good/Good (148).jpg,0,good,89.662,87.365,128.468,0.7574,177.561,16.835,0.7677,90.338,96.901,96.901,0,0.0,0.0,0.0,0.0,0,bottom,1,1,0,1,1
train/Good/Good (149).jpg,0,good,91.407,87.231,128.129,0.7144,178.991,18.266,0.3864,88.593,93.52,93.52,0,0.0,0.0,0.0,0.0,0,bottom,1,1,1,1,1
train/Good/Good (15).jpg,0,good,83.933,77.032,128.686,0.9534,0.48,-160.246,0.6461,96.067,92.484,96.067,0,0.0,0.0,0.0,0.0,0,bottom,0,0,1,1,1
train/Good/Good (150).jpg,0,good,91.575,83.308,124.457,0.8358,179.195,18.47,0.5878,88.425,95.176,95.176,0,0.0,0.0,0.0,0.0,0,bottom,1,1,1,1,1
