source,frame,label,nose_x,nose_y,nose_z,nose_vis,left_eye_inner_x,left_eye_inner_y,left_eye_inner_z,left_eye_inner_vis,left_eye_x,left_eye_y,left_eye_z,left_eye_vis,left_eye_outer_x,left_eye_outer_y,left_eye_outer_z,left_eye_outer_vis,right_eye_inner_x,right_eye_inner_y,right_eye_inner_z,right_eye_inner_vis,right_eye_x,right_eye_y,right_eye_z,right_eye_vis,right_eye_outer_x,right_eye_outer_y,right_eye_outer_z,right_eye_outer_vis,left_ear_x,left_ear_y,left_ear_z,left_ear_vis,right_ear_x,right_ear_y,right_ear_z,right_ear_vis,mouth_left_x,mouth_left_y,mouth_left_z,mouth_left_vis,mouth_right_x,mouth_right_y,mouth_right_z,mouth_right_vis,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_shoulder_vis,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_shoulder_vis,left_elbow_x,left_elbow_y,left_elbow_z,left_elbow_vis,right_elbow_x,right_elbow_y,right_elbow_z,right_elbow_vis,left_wrist_x,left_wrist_y,left_wrist_z,left_wrist_vis,right_wrist_x,right_wrist_y,right_wrist_z,right_wrist_vis,left_pinky_x,left_pinky_y,left_pinky_z,left_pinky_vis,right_pinky_x,right_pinky_y,right_pinky_z,right_pinky_vis,left_index_x,left_index_y,left_index_z,left_index_vis,right_index_x,right_index_y,right_index_z,right_index_vis,left_thumb_x,left_thumb_y,left_thumb_z,left_thumb_vis,right_thumb_x,right_thumb_y,right_thumb_z,right_thumb_vis,left_hip_x,left_hip_y,left_hip_z,left_hip_vis,right_hip_x,right_hip_y,right_hip_z,right_hip_vis,left_knee_x,left_knee_y,left_knee_z,left_knee_vis,right_knee_x,right_knee_y,right_knee_z,right_knee_vis,left_ankle_x,left_ankle_y,left_ankle_z,left_ankle_vis,right_ankle_x,right_ankle_y,right_ankle_z,right_ankle_vis,left_heel_x,left_heel_y,left_heel_z,left_heel_vis,right_heel_x,right_heel_y,right_heel_z,right_heel_vis,left_foot_index_x,left_foot_index_y,left_foot_index_z,left_foot_index_vis,right_foot_index_x,right_foot_index_y,right_foot_index_z,right_foot_index_vis
train/Good/Good (112).jpg,0,good,0.558039,0.367449,-0.026619,1.0,0.549445,0.347213,-0.010102,1.0,0.546266,0.3463,-0.010434,1.0,0.54276,0.345807,-0.010223,1.0,0.549114,0.34749,-0.060031,1.0,0.545957,0.346806,-0.060424,1.0,0.542529,0.346101,-0.060507,1.0,0.51697,0.347357,0.080998,1.0,0.516734,0.347148,-0.144669,1.0,0.545156,0.385741,0.016432,1.0,0.545592,0.383924,-0.052308,1.0,0.481941,0.438696,0.232859,0.9999,0.492417,0.42397,-0.264841,1.0,0.599507,0.453967,0.278504,0.1654,0.621537,0.446526,-0.352872,0.9696,0.706548,0.436251,0.160449,0.4272,0.729702,0.433177,-0.264157,0.9577,0.731619,0.436994,0.160549,0.5293,0.759939,0.436186,-0.327362,0.9518,0.735694,0.432873,0.108502,0.5326,0.758945,0.429085,-0.288482,0.9411,0.727909,0.434753,0.135373,0.5035,0.748452,0.430354,-0.253828,0.9042,0.357557,0.620862,0.161074,0.9999,0.350451,0.633178,-0.161187,1.0,0.515462,0.607866,0.359687,0.1056,0.525528,0.618812,-0.123293,0.9621,0.45893,0.755801,0.542227,0.2678,0.446661,0.781201,0.105988,0.9473,0.435116,0.784807,0.555482,0.512,0.423976,0.803219,0.132188,0.9472,0.517976,0.783818,0.559997,0.5195,0.5176,0.80179,0.156184,0.9412
train/Good/Good (113).jpg,0,good,0.558058,0.359183,-0.059704,1.0,0.548242,0.339273,-0.042225,1.0,0.545295,0.338946,-0.042563,1.0,0.54216,0.338781,-0.042375,1.0,0.546657,0.339477,-0.091573,1.0,0.542858,0.33943,-0.091972,1.0,0.539059,0.339245,-0.092067,1.0,0.515244,0.34264,0.052441,1.0,0.514157,0.342519,-0.170519,1.0,0.547092,0.377381,-0.015824,1.0,0.545709,0.376469,-0.083733,1.0,0.484977,0.436005,0.207146,0.9999,0.494632,0.421635,-0.289829,1.0,0.603032,0.450856,0.249119,0.1759,0.6246,0.442225,-0.382654,0.9642,0.713972,0.434606,0.126396,0.4009,0.731288,0.431638,-0.308534,0.9395,0.737619,0.434329,0.124207,0.4963,0.759031,0.434026,-0.375648,0.9305,0.741502,0.429981,0.070778,0.5013,0.757826,0.426452,-0.337959,0.9154,0.734922,0.431882,0.10045,0.4757,0.748939,0.427526,-0.299499,0.8664,0.357917,0.617648,0.162709,0.9999,0.347534,0.630308,-0.162763,1.0,0.514929,0.606989,0.336267,0.0838,0.525045,0.619582,-0.12808,0.9498,0.461594,0.757223,0.525427,0.1707,0.449475,0.778712,0.118237,0.9132,0.436462,0.782994,0.539586,0.393,0.424774,0.800679,0.146282,0.9159,0.516385,0.787545,0.545596,0.3832,0.517409,0.803141,0.172502,0.9046
train/Good/Good (114).jpg,0,good,0.55996,0.358672,-0.070846,1.0,0.550097,0.338192,-0.054837,1.0,0.547249,0.337677,-0.05519,1.0,0.544139,0.337644,-0.05497,1.0,0.548988,0.337856,-0.103391,1.0,0.545635,0.337277,-0.103789,1.0,0.542078,0.337001,-0.10387,1.0,0.51621,0.340456,0.037124,1.0,0.514616,0.340737,-0.182578,1.0,0.549276,0.37875,-0.027454,1.0,0.548054,0.376745,-0.09451,1.0,0.482571,0.430212,0.189574,0.9999,0.490432,0.41762,-0.289806,1.0,0.599637,0.442151,0.251138,0.1714,0.624117,0.439181,-0.375698,0.9738,0.70576,0.431227,0.154154,0.3675,0.734836,0.427566,-0.300631,0.9611,0.72699,0.431093,0.155344,0.4629,0.765601,0.43184,-0.367856,0.9555,0.729401,0.428919,0.100436,0.4693,0.763901,0.426409,-0.33081,0.9465,0.723971,0.431291,0.128641,0.446,0.752732,0.427579,-0.291778,0.9111,0.357156,0.610897,0.156207,0.9999,0.347966,0.623603,-0.156268,1.0,0.509745,0.605807,0.373819,0.1185,0.520549,0.616815,-0.11643,0.9674,0.458352,0.756374,0.570519,0.2739,0.443506,0.782607,0.105194,0.957,0.437029,0.783292,0.584887,0.5029,0.421943,0.803455,0.12993,0.9499,0.517841,0.781407,0.584363,0.5364,0.518343,0.803462,0.141594,0.9533
train/Good/Good (115).jpg,0,good,0.555661,0.35048,-0.034969,1.0,0.547338,0.332648,-0.019067,1.0,0.544409,0.33223,-0.019412,1.0,0.541328,0.332012,-0.019204,1.0,0.545772,0.332028,-0.066938,1.0,0.541857,0.331273,-0.067334,1.0,0.537989,0.330517,-0.06742,1.0,0.514334,0.333035,0.070831,1.0,0.513092,0.332286,-0.144933,1.0,0.54427,0.368249,0.00754,1.0,0.542755,0.366561,-0.058369,1.0,0.48348,0.429375,0.220442,0.9999,0.490713,0.409142,-0.260297,1.0,0.602244,0.442342,0.272879,0.1976,0.622208,0.436671,-0.347403,0.9722,0.706365,0.431017,0.168212,0.4457,0.730348,0.426598,-0.268582,0.9571,0.731688,0.431797,0.169519,0.5339,0.761116,0.430255,-0.332415,0.9521,0.735431,0.429033,0.116666,0.5406,0.759302,0.424359,-0.29432,0.9419,0.72795,0.431065,0.143312,0.5152,0.748356,0.425801,-0.258936,0.9056,0.358535,0.606374,0.155836,0.9999,0.34723,0.615216,-0.155896,1.0,0.515193,0.608309,0.346302,0.0995,0.525019,0.618732,-0.123513,0.9626,0.461481,0.755935,0.526782,0.2542,0.445999,0.779753,0.089434,0.9508,0.440188,0.779742,0.539562,0.4969,0.424117,0.800355,0.113783,0.9493,0.519559,0.777937,0.539789,0.5174,0.518858,0.794845,0.131477,0.9479
train/Good/Good (116).jpg,0,good,0.554324,0.343502,-0.069636,1.0,0.547544,0.325457,-0.052631,1.0,0.544542,0.325197,-0.052964,1.0,0.541076,0.325157,-0.05277,1.0,0.546139,0.324799,-0.10253,1.0,0.542259,0.324313,-0.102911,1.0,0.53802,0.324163,-0.103015,1.0,0.514033,0.326049,0.043623,1.0,0.512499,0.326284,-0.181716,1.0,0.542597,0.36007,-0.024905,1.0,0.540593,0.359013,-0.093414,1.0,0.485845,0.418563,0.204035,1.0,0.486431,0.403071,-0.298965,1.0,0.602842,0.434416,0.2477,0.2257,0.616927,0.435256,-0.394777,0.9817,0.704062,0.428772,0.126869,0.4407,0.723282,0.420567,-0.32682,0.9716,0.72948,0.430858,0.126116,0.5368,0.756174,0.427399,-0.395411,0.9668,0.731706,0.425425,0.072721,0.5413,0.754214,0.41827,-0.355627,0.9597,0.723053,0.426565,0.101161,0.5213,0.742465,0.417922,-0.316799,0.9323,0.358311,0.595629,0.162816,1.0,0.345982,0.604512,-0.162808,1.0,0.516586,0.611408,0.354751,0.1504,0.52186,0.618086,-0.136092,0.9815,0.460323,0.758245,0.550408,0.3797,0.444877,0.77751,0.094646,0.9765,0.435084,0.788296,0.564642,0.6035,0.422972,0.801042,0.120691,0.9721,0.518555,0.78436,0.560664,0.6511,0.515559,0.80133,0.133982,0.9735
train/Good/Good (117).jpg,0,good,0.552376,0.335339,-0.091225,1.0,0.54752,0.315244,-0.074308,1.0,0.544383,0.314383,-0.07462,1.0,0.540859,0.313769,-0.074459,1.0,0.546717,0.314923,-0.123582,1.0,0.543174,0.314027,-0.123961,1.0,0.539215,0.313195,-0.124074,1.0,0.516094,0.315681,0.025995,1.0,0.514313,0.31575,-0.196562,1.0,0.540048,0.350725,-0.045095,1.0,0.538441,0.350473,-0.112488,1.0,0.481173,0.405059,0.19244,1.0,0.486104,0.397559,-0.30719,1.0,0.597785,0.429449,0.233634,0.2627,0.61606,0.429097,-0.403698,0.9865,0.694396,0.426363,0.11919,0.4675,0.720724,0.418286,-0.33966,0.9779,0.722444,0.430145,0.118679,0.5688,0.752255,0.425094,-0.408082,0.9744,0.727297,0.425068,0.066987,0.572,0.752308,0.416966,-0.366705,0.9693,0.719061,0.425953,0.094394,0.5588,0.742615,0.416135,-0.328727,0.9494,0.360078,0.585584,0.161194,1.0,0.35109,0.595082,-0.161232,1.0,0.514633,0.608926,0.348786,0.1628,0.523411,0.615348,-0.125211,0.9857,0.457789,0.75377,0.536358,0.4345,0.450411,0.771818,0.123184,0.9837,0.435006,0.783626,0.550708,0.6447,0.426879,0.798457,0.15197,0.9806,0.513078,0.780974,0.55122,0.6962,0.513943,0.799945,0.177596,0.9819
train/Good/Good (118).jpg,0,good,0.554658,0.326257,-0.082555,1.0,0.547126,0.30678,-0.068143,1.0,0.544058,0.306031,-0.068481,1.0,0.540801,0.30548,-0.068299,1.0,0.546226,0.306404,-0.116757,1.0,0.542666,0.305709,-0.117139,1.0,0.53906,0.305239,-0.117221,1.0,0.516337,0.305311,0.020267,1.0,0.515983,0.305693,-0.198384,1.0,0.54141,0.340892,-0.040183,0.9999,0.539653,0.339936,-0.106747,0.9999,0.482998,0.394077,0.175778,0.9999,0.484174,0.381689,-0.307349,1.0,0.600634,0.422605,0.220761,0.1517,0.60587,0.424792,-0.391559,0.9623,0.696918,0.422011,0.112627,0.2401,0.715287,0.414487,-0.316988,0.9371,0.729059,0.427133,0.111956,0.3198,0.75045,0.423804,-0.382534,0.9343,0.733655,0.421848,0.059654,0.3247,0.751377,0.414313,-0.344842,0.9234,0.725304,0.421695,0.087653,0.3174,0.740685,0.411466,-0.30732,0.8757,0.358465,0.577358,0.154876,1.0,0.347438,0.585691,-0.154899,1.0,0.516616,0.61485,0.321882,0.0972,0.523431,0.618404,-0.116667,0.9524,0.457698,0.754398,0.524401,0.2151,0.445337,0.772771,0.119704,0.9465,0.433992,0.785742,0.540249,0.4189,0.420521,0.798161,0.14708,0.9416,0.517575,0.7863,0.545789,0.4593,0.515608,0.80222,0.17124,0.944
train/Good/Good (119).jpg,0,good,0.553013,0.320583,-0.081995,1.0,0.547225,0.301958,-0.068117,1.0,0.544752,0.301025,-0.068472,1.0,0.541789,0.300267,-0.06828,1.0,0.545665,0.301702,-0.116663,1.0,0.54221,0.300801,-0.117049,1.0,0.538336,0.299763,-0.117131,1.0,0.515858,0.29768,0.018682,1.0,0.513223,0.297654,-0.199775,1.0,0.539988,0.335289,-0.039911,0.9999,0.538523,0.333873,-0.106526,0.9999,0.480241,0.383232,0.172559,0.9999,0.482205,0.371197,-0.308747,1.0,0.594696,0.424396,0.226776,0.179,0.605842,0.415794,-0.398051,0.9696,0.693747,0.419754,0.130316,0.2764,0.721431,0.414007,-0.329538,0.9491,0.724071,0.427347,0.131252,0.3458,0.754251,0.42416,-0.397347,0.944,0.729279,0.422542,0.07752,0.3518,0.757865,0.418479,-0.358448,0.9355,0.72087,0.422894,0.10533,0.3399,0.746903,0.417135,-0.319588,0.8924,0.359702,0.568573,0.153345,0.9999,0.345513,0.580645,-0.153359,1.0,0.515472,0.614521,0.345576,0.0877,0.522235,0.619389,-0.12745,0.9396,0.46093,0.753131,0.549963,0.203,0.445912,0.774012,0.11743,0.9286,0.438318,0.782232,0.565739,0.4036,0.422559,0.798011,0.145836,0.9273,0.51878,0.780065,0.572276,0.4293,0.516652,0.798986,0.172607,0.9257
train/Good/Good (12).jpg,0,good,0.419026,0.37382,0.039834,1.0,0.418484,0.350631,-0.00131,1.0,0.419408,0.350186,-0.00158,1.0,0.420243,0.349593,-0.001519,1.0,0.422716,0.348875,0.052055,1.0,0.427314,0.347352,0.051542,1.0,0.432396,0.346036,0.051426,1.0,0.441712,0.349994,-0.104857,1.0,0.45315,0.347458,0.135264,1.0,0.427829,0.388229,0.010072,1.0,0.432069,0.389657,0.077262,1.0,0.494731,0.435481,-0.213941,1.0,0.519612,0.451042,0.285343,0.9999,0.386998,0.50767,-0.125453,0.9801,0.423281,0.527457,0.198343,0.1701,0.408984,0.389097,0.203187,0.9757,0.417377,0.416259,-0.004775,0.1685,0.421519,0.363631,0.211274,0.975,0.428606,0.381178,-0.023232,0.2026,0.436367,0.367531,0.199442,0.9727,0.439337,0.380473,-0.017904,0.185,0.435184,0.378606,0.207712,0.9711,0.438024,0.397857,-0.013333,0.192,0.642885,0.655684,-0.176105,1.0,0.658804,0.65034,0.175806,1.0,0.458245,0.723501,-0.128991,0.9974,0.479162,0.710214,0.397159,0.3273,0.554831,0.927587,-0.116404,0.9991,0.547579,0.889208,0.490297,0.6873,0.582606,0.957792,-0.118321,0.9971,0.572581,0.922171,0.496457,0.7843,0.458773,0.950235,-0.191182,0.9989,0.46107,0.908564,0.480163,0.8238
train/Good/Good (120).jpg,0,good,0.549918,0.304739,-0.09002,1.0,0.543213,0.284001,-0.076447,1.0,0.540349,0.282664,-0.076817,1.0,0.537136,0.281405,-0.076642,1.0,0.543114,0.28433,-0.123831,1.0,0.540003,0.283634,-0.124223,1.0,0.535663,0.283204,-0.124297,1.0,0.513212,0.282941,0.009818,1.0,0.509603,0.282974,-0.202496,0.9999,0.53666,0.318573,-0.048215,0.9999,0.535534,0.318535,-0.112952,0.9998,0.476475,0.367474,0.166337,0.9999,0.480042,0.361237,-0.306744,0.9999,0.590261,0.410907,0.221843,0.1597,0.599928,0.413524,-0.388124,0.9583,0.689017,0.41832,0.130335,0.2382,0.71786,0.412352,-0.313124,0.9287,0.716702,0.426478,0.132704,0.3091,0.751038,0.421156,-0.37723,0.9287,0.722633,0.422939,0.080223,0.3151,0.753114,0.416133,-0.339517,0.92,0.71425,0.422041,0.106154,0.31,0.742737,0.414669,-0.303082,0.8724,0.358406,0.556812,0.15127,0.9999,0.347787,0.57099,-0.151312,0.9999,0.512344,0.612549,0.308998,0.086,0.523759,0.615322,-0.124033,0.9178,0.45687,0.757309,0.493012,0.1967,0.449718,0.771885,0.114207,0.9198,0.43214,0.786936,0.507499,0.4172,0.424313,0.798748,0.142396,0.9252,0.518923,0.786031,0.518085,0.4052,0.517743,0.798493,0.177345,0.9135
train/Good/Good (121).jpg,0,good,0.549448,0.297442,-0.087821,1.0,0.544621,0.275223,-0.074129,0.9999,0.541653,0.27368,-0.074523,0.9999,0.538803,0.272257,-0.074345,1.0,0.54366,0.274598,-0.122163,1.0,0.540107,0.273031,-0.122557,1.0,0.535772,0.27167,-0.122629,1.0,0.511822,0.270564,0.012451,1.0,0.507609,0.269615,-0.202379,0.9999,0.537335,0.309968,-0.045567,0.9998,0.534942,0.309094,-0.111142,0.9998,0.472886,0.360651,0.166454,0.9999,0.478565,0.347757,-0.299633,0.9999,0.583454,0.416708,0.225797,0.1587,0.596533,0.405075,-0.372613,0.9457,0.68825,0.416416,0.133714,0.2338,0.708574,0.408872,-0.296446,0.9236,0.713458,0.424718,0.134912,0.3022,0.742131,0.421808,-0.359674,0.9264,0.719972,0.422184,0.082309,0.3127,0.746508,0.416105,-0.324661,0.9196,0.712644,0.422817,0.109491,0.3057,0.736589,0.414753,-0.287413,0.8704,0.358985,0.549741,0.14806,0.9999,0.350809,0.559736,-0.148106,0.9999,0.511801,0.616157,0.317661,0.0697,0.521595,0.618037,-0.102979,0.8635,0.455206,0.762502,0.505425,0.1655,0.449651,0.773153,0.135041,0.8926,0.430929,0.790607,0.519977,0.3583,0.425104,0.799098,0.162716,0.9009,0.517408,0.790781,0.5262,0.3604,0.516893,0.799161,0.192542,0.8882
train/Good/Good (122).jpg,0,good,0.549225,0.279228,-0.070989,1.0,0.54424,0.257328,-0.055557,0.9999,0.541292,0.25622,-0.055933,0.9999,0.538077,0.255079,-0.055756,0.9999,0.543109,0.256714,-0.104121,0.9999,0.539364,0.255572,-0.104518,1.0,0.535117,0.254524,-0.104603,1.0,0.509533,0.255664,0.034938,0.9999,0.506464,0.255562,-0.182208,0.9999,0.538334,0.292731,-0.027553,0.9996,0.53542,0.292912,-0.093782,0.9997,0.466116,0.350133,0.186183,0.9998,0.479102,0.334665,-0.282353,0.9999,0.579059,0.415611,0.239526,0.106,0.596722,0.393242,-0.3604,0.9586,0.678927,0.417836,0.149985,0.1255,0.711032,0.407021,-0.291542,0.9389,0.705422,0.422734,0.152707,0.1795,0.746157,0.419526,-0.355613,0.9421,0.710121,0.418466,0.100524,0.1875,0.746443,0.413128,-0.316948,0.9359,0.704041,0.419825,0.125985,0.1875,0.735897,0.411456,-0.280972,0.8934,0.3563,0.537519,0.144507,0.9999,0.352284,0.545808,-0.144568,0.9999,0.511845,0.615181,0.312371,0.0534,0.51773,0.617831,-0.068387,0.8626,0.453336,0.759857,0.495536,0.1552,0.443661,0.772543,0.150736,0.9243,0.431977,0.787333,0.509358,0.3524,0.420568,0.799935,0.175702,0.9319,0.515448,0.78959,0.502421,0.3639,0.513087,0.801782,0.188348,0.9152
train/Good/Good (123).jpg,0,good,0.545971,0.258122,-0.080617,1.0,0.539838,0.238214,-0.064526,0.9999,0.536639,0.237293,-0.064897,0.9999,0.533261,0.236723,-0.064743,0.9999,0.539517,0.238613,-0.112983,0.9999,0.536244,0.238204,-0.113363,1.0,0.532736,0.237884,-0.11346,1.0,0.507084,0.238685,0.02729,0.9999,0.505254,0.239715,-0.189415,0.9999,0.533364,0.272018,-0.037477,0.9997,0.532905,0.273672,-0.103406,0.9997,0.463188,0.335867,0.181686,0.9999,0.476568,0.321795,-0.29038,0.9999,0.577764,0.40702,0.236258,0.1208,0.58832,0.385372,-0.357419,0.9741,0.670331,0.416062,0.148566,0.1461,0.698516,0.404424,-0.283515,0.9664,0.700611,0.425261,0.15271,0.2044,0.730474,0.421838,-0.345999,0.9674,0.70506,0.419573,0.100347,0.2128,0.732706,0.41301,-0.3081,0.9642,0.696096,0.418654,0.124727,0.214,0.722694,0.409152,-0.272927,0.9378,0.359179,0.524039,0.145392,0.9999,0.355135,0.531957,-0.145454,1.0,0.512605,0.611724,0.302895,0.0424,0.518663,0.61807,-0.072643,0.9002,0.456845,0.759704,0.47965,0.1573,0.442078,0.777083,0.139092,0.9496,0.436767,0.787501,0.493029,0.3652,0.419243,0.802552,0.163855,0.9519,0.513616,0.788236,0.483624,0.3918,0.508273,0.800676,0.177254,0.9435
train/Good/Good (124).jpg,0,good,0.556347,0.279375,-0.091569,1.0,0.548967,0.255914,-0.075063,1.0,0.545564,0.255046,-0.075439,1.0,0.542059,0.254502,-0.07526,1.0,0.548154,0.255487,-0.124416,1.0,0.544249,0.254714,-0.12481,1.0,0.540102,0.254214,-0.124882,1.0,0.515295,0.256891,0.017611,1.0,0.511659,0.257697,-0.203218,0.9999,0.545364,0.293362,-0.047892,0.9999,0.54247,0.292695,-0.115147,0.9999,0.477761,0.347868,0.168789,0.9999,0.482064,0.338412,-0.302118,0.9999,0.592419,0.388581,0.224435,0.1596,0.602199,0.385593,-0.372728,0.9708,0.69043,0.394266,0.124502,0.2308,0.708109,0.387638,-0.291552,0.9546,0.718283,0.400826,0.125265,0.2953,0.742078,0.400176,-0.353931,0.9517,0.72418,0.397816,0.071802,0.3032,0.746839,0.395182,-0.319506,0.9447,0.71508,0.399648,0.099595,0.3002,0.736878,0.393653,-0.282495,0.9072,0.362399,0.541891,0.147875,1.0,0.355904,0.54991,-0.14792,1.0,0.509962,0.61306,0.343711,0.1144,0.51966,0.615929,-0.073152,0.9338,0.455485,0.760441,0.525479,0.3074,0.448976,0.772263,0.147933,0.954,0.436256,0.788816,0.538354,0.493,0.427669,0.798774,0.17275,0.9426,0.518326,0.787866,0.531591,0.5362,0.515533,0.798022,0.187172,0.944
train/Good/Good (125).jpg,0,good,0.552647,0.292767,-0.07822,1.0,0.546297,0.268991,-0.062654,1.0,0.543646,0.267665,-0.063006,1.0,0.540775,0.266355,-0.062836,1.0,0.545229,0.268782,-0.112808,1.0,0.541913,0.267723,-0.113186,1.0,0.537713,0.266679,-0.113236,1.0,0.514589,0.2688,0.027929,1.0,0.50957,0.269171,-0.19636,0.9999,0.542594,0.305947,-0.034879,0.9999,0.539002,0.305063,-0.103071,0.9999,0.478021,0.35914,0.184351,0.9999,0.484577,0.350013,-0.300505,0.9999,0.590046,0.399463,0.239188,0.1271,0.604332,0.390055,-0.369368,0.9588,0.692768,0.398773,0.136445,0.1697,0.710631,0.391517,-0.284608,0.9163,0.719926,0.403681,0.136649,0.2306,0.746462,0.401547,-0.34524,0.9168,0.727975,0.39995,0.084057,0.2384,0.749357,0.396792,-0.311172,0.9068,0.718693,0.401633,0.111532,0.2378,0.738737,0.395618,-0.275203,0.8515,0.362396,0.551428,0.151847,0.9999,0.353486,0.559899,-0.151898,0.9999,0.516925,0.616374,0.294927,0.0672,0.524267,0.620795,-0.089293,0.8628,0.451018,0.761953,0.466477,0.1457,0.444309,0.772767,0.138759,0.8848,0.429331,0.791106,0.478841,0.3455,0.421493,0.801255,0.16452,0.8901,0.51679,0.792617,0.477146,0.335,0.514064,0.799632,0.185883,0.877
train/Good/Good (126).jpg,0,good,0.556106,0.300527,-0.069272,1.0,0.550163,0.278354,-0.053899,1.0,0.547446,0.276608,-0.054227,1.0,0.544784,0.275024,-0.05405,1.0,0.549986,0.278988,-0.101842,1.0,0.54712,0.27806,-0.102213,1.0,0.543749,0.276855,-0.10227,1.0,0.520168,0.27685,0.03764,1.0,0.516766,0.277387,-0.177662,1.0,0.54371,0.315717,-0.025734,0.9999,0.542924,0.31392,-0.091129,0.9999,0.473965,0.365766,0.195195,0.9999,0.490269,0.357121,-0.282479,0.9999,0.590328,0.395932,0.233822,0.1432,0.615635,0.397103,-0.35079,0.9566,0.684578,0.400406,0.121888,0.1846,0.713201,0.395204,-0.244947,0.914,0.713706,0.406548,0.120119,0.2716,0.74702,0.407627,-0.30067,0.9151,0.721664,0.401617,0.073151,0.2733,0.748471,0.397979,-0.265147,0.9032,0.710947,0.402348,0.09882,0.2737,0.737204,0.396115,-0.234217,0.8549,0.358693,0.559457,0.15042,1.0,0.35859,0.565901,-0.150567,1.0,0.512252,0.612516,0.336249,0.1265,0.527278,0.614507,-0.077343,0.9381,0.453074,0.757479,0.512519,0.2928,0.45154,0.76643,0.165852,0.9452,0.432041,0.785533,0.525816,0.5174,0.428652,0.792151,0.194084,0.9426,0.516373,0.788887,0.534717,0.5121,0.514509,0.796761,0.231868,0.9387
train/Good/Good (127).jpg,0,good,0.557446,0.308072,-0.084536,1.0,0.548758,0.287133,-0.070145,1.0,0.546045,0.286236,-0.070498,1.0,0.543127,0.285355,-0.070316,1.0,0.547417,0.286912,-0.118702,1.0,0.543573,0.286316,-0.119097,1.0,0.539427,0.286189,-0.119172,1.0,0.517183,0.287688,0.016513,1.0,0.513239,0.288785,-0.201035,1.0,0.546943,0.32281,-0.042804,0.9999,0.543881,0.322053,-0.109079,0.9999,0.487184,0.37445,0.170619,0.9999,0.48963,0.367946,-0.309688,0.9999,0.602217,0.397887,0.219924,0.1501,0.607883,0.406555,-0.383845,0.9604,0.697736,0.402281,0.11366,0.2341,0.714695,0.399368,-0.29628,0.9306,0.728687,0.409348,0.114212,0.3009,0.749557,0.411809,-0.358215,0.9256,0.732002,0.40457,0.062269,0.3059,0.751692,0.402979,-0.322884,0.914,0.722825,0.405675,0.089025,0.3017,0.74053,0.401268,-0.286829,0.8624,0.363528,0.565917,0.153005,0.9999,0.352225,0.577755,-0.153035,1.0,0.517832,0.614296,0.315974,0.0866,0.527104,0.619933,-0.112623,0.9163,0.45928,0.753942,0.504236,0.1777,0.447327,0.772624,0.118961,0.9071,0.434165,0.78677,0.518628,0.3634,0.422986,0.800001,0.145698,0.8995,0.520365,0.785724,0.526612,0.3717,0.517784,0.800819,0.172727,0.8973
train/Good/Good (128).jpg,0,good,0.554132,0.313845,-0.090116,1.0,0.544579,0.29509,-0.075366,1.0,0.541965,0.294623,-0.075711,1.0,0.539297,0.294173,-0.075533,1.0,0.543381,0.294978,-0.12341,1.0,0.540004,0.29494,-0.123803,1.0,0.536219,0.295225,-0.12388,1.0,0.514661,0.296663,0.012017,1.0,0.512094,0.297872,-0.203365,1.0,0.544133,0.329582,-0.048614,0.9999,0.541051,0.329027,-0.114152,0.9999,0.488644,0.383927,0.164282,0.9999,0.487024,0.377804,-0.309565,0.9999,0.605442,0.405958,0.214488,0.1744,0.610797,0.413735,-0.382283,0.965,0.69514,0.410342,0.110749,0.2783,0.710855,0.404182,-0.300271,0.9345,0.7251,0.414912,0.111377,0.3528,0.745451,0.413355,-0.362278,0.9312,0.729973,0.409823,0.060047,0.3591,0.746872,0.404431,-0.328462,0.9198,0.721168,0.410932,0.086398,0.3555,0.735771,0.403171,-0.291619,0.8731,0.367034,0.574248,0.151111,1.0,0.3521,0.585362,-0.151126,1.0,0.518688,0.613571,0.300955,0.1074,0.526284,0.618683,-0.121247,0.9427,0.455798,0.754375,0.481472,0.2119,0.448746,0.769376,0.106559,0.9314,0.43142,0.785698,0.495396,0.4066,0.423708,0.796233,0.133121,0.927,0.513944,0.78759,0.503791,0.4334,0.513341,0.800169,0.162831,0.9254
